id,num_sold
136950,947.9610728590881
136951,948.7751131746531
136952,915.6379548005095
136953,946.6445718268303
136954,938.123860660751
136955,966.3925712530524
136956,967.8881136511582
136957,918.8731345496064
136958,962.3520080302621
136959,953.3397674298196
136960,1124.3670654507932
136961,1121.4164161010287
136962,942.649237954447
136963,1117.7880852564952
136964,1076.9206295906386
136965,1071.4954866349467
136966,1071.4428045104228
136967,934.8078043795776
136968,1062.7199374317242
136969,1028.3312150168767
136970,1147.419168608946
136971,1152.7783361708234
136972,948.2855329300439
136973,1133.5674656674523
136974,1094.4005634768146
136975,1781.5930685650058
136976,1811.7795793340908
136977,1043.7149328729056
136978,1749.4680502849994
136979,1599.6876068607894
136980,994.8271896940369
136981,994.7389262093532
136982,922.8303923720023
136983,986.3386283740842
136984,975.5992826859288
136985,1035.4428649945737
136986,1037.1919782610162
136987,928.8857009270607
136988,1031.493687992708
136989,1006.6708342434072
136990,1386.4073220108319
136991,1378.379922997888
136992,983.8591053916732
136993,1347.1027999134262
136994,1282.1657740579176
136995,1024.9589480719696
136996,1018.7130245899036
136997,927.853377253819
136998,1017.4216999794089
136999,992.9790645330647
137000,1084.9289305020895
137001,1082.3504313797926
137002,936.4413669593321
137003,1078.0626427552063
137004,1039.5926218129628
137005,1554.2456635348842
137006,1527.5833427841253
137007,1010.3966360540992
137008,1521.3555938739494
137009,1390.258647822799
137010,1006.3809333461384
137011,1008.5036114948759
137012,925.7036514508764
137013,998.168617557832
137014,983.9592655464478
137015,1059.3286915342785
137016,1061.403518486529
137017,933.8930461251894
137018,1054.0797821214276
137019,1021.6455104614029
137020,1473.6756241595272
137021,1453.8360916109762
137022,994.9597354199839
137023,1435.7506417624622
137024,1335.6588305568832
137025,943.3792527475923
137026,942.648701920099
137027,914.874986638076
137028,939.7560872491938
137029,934.5222136034031
137030,960.5117793329669
137031,961.6439676757691
137032,917.9250892184084
137033,958.4415524866388
137034,948.9289538477385
137035,1095.41148041414
137036,1093.0679977747145
137037,940.0136109650925
137038,1079.4392110211995
137039,1049.7992910411328
137040,1047.757372220615
137041,1044.2368843354222
137042,932.306829045853
137043,1039.353186180703
137044,1017.4341229101665
137045,1129.1694236367064
137046,1128.710053524495
137047,944.1469050403846
137048,1109.622222767017
137049,1076.6011024915877
137050,1665.0548067598177
137051,1697.0435400446634
137052,1033.6753663210072
137053,1629.7101338054097
137054,1497.4111698956667
137055,982.3039296012744
137056,983.2497739190787
137057,921.2974252836939
137058,976.6924256154978
137059,964.9174343374896
137060,1022.4470780942825
137061,1020.6958750946408
137062,926.7754036712879
137063,1011.7376527461192
137064,994.411690886925
137065,1312.1059008936684
137066,1307.047394464233
137067,973.4593707116844
137068,1278.9743922105113
137069,1220.1692715958816
137070,1022.7160313032348
137071,1020.5494890380253
137072,926.1023017849011
137073,1011.749760201227
137074,987.6065234013822
137075,1074.6728400205263
137076,1065.613491692479
137077,935.4517459113342
137078,1063.9598895532579
137079,1037.5493657549105
137080,1515.1483794441288
137081,1496.0247396212878
137082,1002.0624445225101
137083,1450.961761891506
137084,1382.9539248944377
137085,996.2983941082182
137086,995.9586829665661
137087,923.0561476450821
137088,986.276164131149
137089,974.3462587108711
137090,1040.6796524145843
137091,1046.4868958875093
137092,930.0750740266014
137093,1029.0764909466259
137094,1009.4137808383239
137095,1399.1093910451382
137096,1378.9849546920693
137097,983.7839726947375
137098,1369.3064133674961
137099,1281.7797846801514
137100,942.3912035170663
137101,941.6755423303048
137102,915.0918921148204
137103,939.4165088893637
137104,934.8715796860013
137105,957.8878054255995
137106,958.1684533875871
137107,917.7516274548491
137108,956.6617251562604
137109,947.0762665845793
137110,1092.3690447062882
137111,1078.4043591140633
137112,936.5210076669994
137113,1079.1898563361324
137114,1049.4796471967816
137115,1046.2960863398548
137116,1040.9534122817493
137117,931.8106287368828
137118,1042.6960402563425
137119,1013.7941051076491
137120,1119.9328277768866
137121,1116.7099304998037
137122,942.9771023030339
137123,1106.407907610464
137124,1069.9199413938907
137125,1688.3150609817203
137126,1679.5173492805404
137127,1028.675645077779
137128,1636.9891848765153
137129,1487.2444551056622
137130,977.1190181374532
137131,978.6224697947157
137132,920.3674076819029
137133,975.5616844949673
137134,961.193663168157
137135,1016.2310861782189
137136,1014.4509482790584
137137,926.0830798011727
137138,1014.5537533804461
137139,987.7593756595356
137140,1290.7272213323859
137141,1291.9172441409678
137142,969.5133457252862
137143,1264.4476968566103
137144,1203.2275070808805
137145,1018.9311325266372
137146,1018.6717629588593
137147,926.6578994316685
137148,1012.0107346326515
137149,993.1632706704015
137150,1080.1821287104522
137151,1079.5273676503587
137152,936.5996799811373
