id,num_sold
136950,980.6206128194817
136951,982.0185556159514
136952,949.3510289614437
136953,980.4289092525323
136954,971.8878119438899
136955,998.9997562337644
136956,1001.0711346524562
136957,952.5777998268067
136958,996.0786304734584
136959,987.046084995741
136960,1156.2342364251845
136961,1153.8370467680156
136962,976.2853915547047
136963,1150.6655231246204
136964,1109.979569741114
136965,1103.6684123995649
136966,1104.1656853498548
136967,968.4678593848303
136968,1095.9559972107338
136969,1061.68277693824
136970,1179.1347360867508
136971,1184.9826213376734
136972,981.9037125753376
136973,1166.33045792146
136974,1127.3421622039848
136975,1804.7814252720418
136976,1834.6825054675212
136977,1076.9279814024712
136978,1773.6974608233356
136979,1626.476269668663
136980,1027.3396765378393
136981,1027.8241643843157
136982,956.5244744384374
136983,1019.9671629833315
136984,1009.2125679982494
136985,1067.7907720190299
136986,1070.0918620588068
136987,962.5629550753966
136988,1064.9049377283632
136989,1040.1369374341316
136990,1415.8965912250671
136991,1408.4219873597833
136992,1017.3485190260603
136993,1377.8052282923302
136994,1313.4441047496512
136995,1057.3526391576568
136996,1051.698219992916
136997,961.5335544659042
136998,1050.9052356266295
136999,1026.5125112158855
137000,1117.0297086506264
137001,1115.0117947222961
137002,970.096548714384
137003,1111.2051565008912
137004,1072.8807576086328
137005,1581.4577280977414
137006,1555.6108819470726
137007,1043.7727630344402
137008,1549.6702211022696
137009,1420.2451961353083
137010,1038.8501126265269
137011,1041.5328791671839
137012,959.3898441931011
137013,1031.7443473112887
137014,1017.534935233833
137015,1091.5637064158038
137016,1094.1808214371476
137017,967.5558056751528
137018,1087.366355896991
137019,1055.0334732102351
137020,1502.0543438322673
137021,1482.91752109874
137022,1028.4035524507124
137023,1465.317641418828
137024,1366.3284118729425
137025,976.1338051568132
137026,976.0007266285835
137027,948.6843482962674
137028,973.6701788728207
137029,968.4121964119742
137030,993.2222176138781
137031,994.941367872409
137032,951.7270542680319
137033,992.2920160497606
137034,982.7678259042968
137035,1127.5601986335018
137036,1125.7808319072305
137037,973.7562065771222
137038,1112.7009912366143
137039,1083.1587643612147
137040,1080.1479784997907
137041,1077.2090720437557
137042,966.0712974305027
137043,1072.8438964606762
137044,1050.9705906359504
137045,1161.1180630403567
137046,1161.2021141131427
137047,977.8772583407234
137048,1142.6894598255092
137049,1109.7974302767523
137050,1690.6365775079248
137051,1722.427338623637
137052,1067.0528994803149
137053,1656.433794165419
137054,1526.07716455896
137055,1014.9493894972576
137056,1016.4758734218192
137057,955.0909859115851
137058,1010.4736947976277
137059,998.6945045006274
137060,1054.946854157336
137061,1053.7752867129743
137062,960.5548055137058
137063,1045.3665324666895
137064,1028.0607321829207
137065,1342.555951946039
137066,1338.0359299151996
137067,1007.0926567372614
137068,1310.596872211105
137069,1252.2360208330363
137070,1055.2147176988096
137071,1053.6295311674787
137072,959.8834771808865
137073,1045.378582837565
137074,1021.2867185022217
137075,1106.932660201229
137076,1098.4782775603871
137077,969.2074386020618
